,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Shrooms,Nicotine,Semer,VSA
568,35-44,Female,Doctorate degree,UK,White,32.0,45.0,45.0,37.0,56.0,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1
569,35-44,Female,Professional certificate/ diploma,Australia,White,38.0,47.0,38.0,31.0,39.0,0.52975,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
570,18-24,Female,Masters degree,UK,White,21.0,52.0,45.0,50.0,53.0,0.19268,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
571,35-44,Male,Professional certificate/ diploma,UK,White,48.0,31.0,34.0,36.0,37.0,1.86203,0.07987,CL6,CL1,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1
572,55-64,Female,"Some college or university, no certificate or degree",USA,White,27.0,46.0,49.0,39.0,39.0,0.52975,-0.21575,CL5,CL0,CL0,CL2,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
573,35-44,Female,University degree,UK,White,55.0,29.0,33.0,47.0,28.0,-0.71126,-1.54858,CL6,CL1,CL0,CL0,CL5,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0
574,35-44,Male,Left school at 16 years ,UK,White,20.0,45.0,35.0,40.0,49.0,-0.21712,0.07987,CL5,CL0,CL0,CL0,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL0
575,25-34,Female,Masters degree,UK,Other,44.0,42.0,47.0,47.0,48.0,-0.71126,-0.52593,CL4,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
576,25-34,Female,University degree,UK,White,46.0,45.0,41.0,51.0,41.0,-0.71126,-0.21575,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
577,45-54,Female,Masters degree,UK,White,46.0,39.0,48.0,50.0,51.0,-1.37983,-1.54858,CL6,CL1,CL0,CL2,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
578,18-24,Female,Masters degree,UK,White,34.0,45.0,50.0,44.0,47.0,-0.21712,-0.21575,CL5,CL0,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
579,35-44,Female,"Some college or university, no certificate or degree",UK,White,25.0,40.0,38.0,43.0,27.0,1.86203,-0.21575,CL6,CL1,CL1,CL1,CL6,CL2,CL6,CL2,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
580,18-24,Male,"Some college or university, no certificate or degree",UK,White,27.0,50.0,49.0,41.0,37.0,0.88113,0.7654,CL6,CL0,CL4,CL0,CL6,CL5,CL6,CL0,CL0,CL5,CL0,CL4,CL2,CL0,CL0,CL2,CL6,CL0,CL0
581,35-44,Female,Professional certificate/ diploma,UK,White,39.0,48.0,56.0,41.0,48.0,0.52975,0.07987,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
582,18-24,Female,"Some college or university, no certificate or degree",USA,White,42.0,40.0,42.0,46.0,39.0,-0.21712,1.2247,CL5,CL0,CL0,CL3,CL6,CL4,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
583,25-34,Male,University degree,UK,White,33.0,41.0,44.0,35.0,47.0,1.29221,0.40148,CL2,CL0,CL2,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
584,18-24,Male,Professional certificate/ diploma,UK,White,43.0,36.0,54.0,36.0,40.0,0.52975,0.40148,CL2,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
585,18-24,Male,"Some college or university, no certificate or degree",UK,White,39.0,42.0,44.0,48.0,28.0,0.19268,0.7654,CL5,CL5,CL2,CL4,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
586,25-34,Female,Left school at 16 years ,UK,White,31.0,50.0,49.0,49.0,43.0,-0.21712,0.07987,CL5,CL3,CL1,CL3,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
587,55-64,Female,"Some college or university, no certificate or degree",USA,White,24.0,39.0,48.0,37.0,45.0,0.52975,0.07987,CL2,CL1,CL0,CL1,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
588,35-44,Male,Left school before 16 years,UK,White,30.0,40.0,42.0,39.0,46.0,-0.21712,0.40148,CL3,CL3,CL2,CL1,CL6,CL6,CL5,CL2,CL0,CL2,CL1,CL0,CL0,CL1,CL1,CL0,CL6,CL0,CL1
589,35-44,Female,University degree,UK,White,40.0,37.0,44.0,32.0,52.0,-0.21712,-0.84637,CL6,CL0,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
590,35-44,Female,Professional certificate/ diploma,USA,White,14.0,46.0,47.0,46.0,54.0,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL2,CL3,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
591,25-34,Male,Professional certificate/ diploma,Other,Mixed-White/Black,35.0,46.0,46.0,47.0,46.0,0.19268,0.7654,CL5,CL0,CL3,CL0,CL6,CL5,CL5,CL3,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL2,CL6,CL0,CL0
592,35-44,Male,Left school at 16 years ,UK,White,32.0,36.0,42.0,35.0,37.0,1.29221,0.7654,CL5,CL2,CL3,CL4,CL6,CL5,CL5,CL2,CL0,CL3,CL0,CL2,CL3,CL2,CL0,CL3,CL0,CL0,CL0
593,45-54,Male,Professional certificate/ diploma,Other,White,39.0,41.0,43.0,34.0,45.0,-0.21712,0.7654,CL6,CL1,CL1,CL2,CL6,CL1,CL4,CL1,CL1,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
594,18-24,Male,Left school at 16 years ,UK,White,23.0,45.0,51.0,49.0,48.0,0.52975,1.2247,CL5,CL2,CL0,CL0,CL5,CL5,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
595,55-64,Female,Professional certificate/ diploma,Canada,White,32.0,37.0,44.0,38.0,46.0,0.88113,1.2247,CL1,CL1,CL1,CL2,CL6,CL4,CL5,CL1,CL1,CL0,CL0,CL0,CL6,CL1,CL3,CL1,CL1,CL0,CL1
596,45-54,Female,Professional certificate/ diploma,USA,White,36.0,41.0,42.0,46.0,44.0,-0.21712,-0.52593,CL5,CL1,CL0,CL2,CL6,CL6,CL6,CL1,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL2,CL3,CL0,CL0
597,18-24,Male,"Some college or university, no certificate or degree",UK,White,41.0,39.0,48.0,43.0,35.0,0.52975,0.40148,CL4,CL0,CL2,CL0,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL6,CL0,CL0
598,45-54,Female,Masters degree,UK,White,43.0,36.0,42.0,54.0,43.0,-0.71126,-1.18084,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
599,18-24,Male,"Some college or university, no certificate or degree",USA,White,46.0,47.0,51.0,44.0,34.0,1.86203,1.2247,CL4,CL5,CL0,CL0,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL4,CL0,CL0,CL4,CL6,CL0,CL0
600,18-24,Male,"Some college or university, no certificate or degree",USA,White,41.0,28.0,38.0,29.0,46.0,0.52975,1.2247,CL6,CL3,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL2
601,18-24,Male,"Some college or university, no certificate or degree",USA,White,54.0,33.0,51.0,39.0,34.0,0.52975,0.7654,CL6,CL3,CL0,CL2,CL6,CL6,CL3,CL0,CL0,CL2,CL0,CL0,CL6,CL3,CL3,CL4,CL6,CL0,CL0
602,25-34,Male,University degree,USA,White,29.0,34.0,43.0,33.0,43.0,-0.71126,-0.21575,CL5,CL0,CL0,CL2,CL6,CL5,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL3,CL0,CL3,CL5,CL0,CL2
603,35-44,Female,"Some college or university, no certificate or degree",USA,White,40.0,42.0,48.0,49.0,45.0,-0.71126,-0.52593,CL5,CL0,CL0,CL5,CL6,CL5,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL1,CL5,CL0,CL0
604,55-64,Female,Masters degree,USA,White,15.0,47.0,57.0,51.0,34.0,-0.71126,-0.52593,CL5,CL3,CL1,CL2,CL6,CL6,CL6,CL1,CL2,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
605,18-24,Male,University degree,UK,White,31.0,40.0,38.0,52.0,36.0,-0.21712,1.2247,CL5,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
606,45-54,Male,"Some college or university, no certificate or degree",USA,White,35.0,40.0,52.0,55.0,41.0,-0.71126,0.07987,CL2,CL1,CL0,CL0,CL6,CL3,CL3,CL1,CL1,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
607,25-34,Male,University degree,UK,White,21.0,48.0,54.0,44.0,49.0,0.52975,1.92173,CL6,CL6,CL4,CL4,CL6,CL6,CL6,CL6,CL2,CL4,CL2,CL3,CL4,CL2,CL0,CL3,CL1,CL0,CL5
608,55-64,Female,Professional certificate/ diploma,Canada,White,48.0,34.0,36.0,50.0,30.0,1.86203,-0.21575,CL4,CL1,CL0,CL1,CL5,CL5,CL4,CL3,CL3,CL0,CL0,CL0,CL0,CL1,CL0,CL4,CL1,CL0,CL1
609,25-34,Male,"Some college or university, no certificate or degree",UK,White,27.0,46.0,52.0,44.0,37.0,0.19268,1.92173,CL6,CL1,CL2,CL0,CL6,CL6,CL6,CL2,CL0,CL3,CL0,CL0,CL3,CL1,CL0,CL0,CL6,CL0,CL0
610,25-34,Male,University degree,UK,White,29.0,42.0,42.0,51.0,46.0,0.52975,1.2247,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL2,CL0,CL0,CL0,CL3,CL0,CL0,CL2,CL6,CL0,CL2
611,35-44,Male,University degree,UK,White,25.0,41.0,45.0,41.0,39.0,-0.21712,-0.52593,CL1,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL4,CL0,CL1,CL5,CL1,CL0,CL2,CL1,CL0,CL0
612,25-34,Female,Masters degree,UK,White,54.0,38.0,44.0,32.0,37.0,0.19268,0.07987,CL6,CL3,CL2,CL5,CL5,CL6,CL6,CL3,CL0,CL2,CL0,CL0,CL6,CL0,CL0,CL2,CL6,CL0,CL1
613,25-34,Female,Left school before 16 years,USA,White,33.0,44.0,41.0,37.0,44.0,1.29221,-0.21575,CL3,CL2,CL0,CL3,CL6,CL3,CL4,CL3,CL3,CL3,CL3,CL0,CL0,CL3,CL3,CL2,CL6,CL0,CL2
614,35-44,Female,Masters degree,UK,White,37.0,39.0,43.0,48.0,40.0,0.88113,1.2247,CL6,CL0,CL0,CL1,CL6,CL2,CL2,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1
615,45-54,Female,"Some college or university, no certificate or degree",USA,White,46.0,41.0,45.0,39.0,34.0,1.29221,1.2247,CL2,CL6,CL1,CL6,CL6,CL6,CL6,CL2,CL1,CL0,CL0,CL0,CL2,CL1,CL2,CL4,CL4,CL0,CL0
616,45-54,Male,Professional certificate/ diploma,Republic of Ireland,White,27.0,48.0,44.0,39.0,47.0,-0.71126,0.07987,CL3,CL2,CL2,CL3,CL6,CL6,CL5,CL0,CL0,CL0,CL1,CL0,CL5,CL2,CL0,CL2,CL6,CL0,CL1
617,25-34,Female,University degree,UK,White,35.0,47.0,52.0,44.0,42.0,0.52975,0.07987,CL5,CL0,CL2,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
618,55-64,Male,Masters degree,UK,White,29.0,33.0,51.0,37.0,46.0,-1.37983,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
619,18-24,Male,Left school at 18 years ,UK,White,41.0,30.0,43.0,52.0,28.0,1.29221,0.40148,CL5,CL0,CL0,CL0,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL4,CL2,CL0,CL0,CL0,CL6,CL0,CL2
620,35-44,Male,Masters degree,UK,White,27.0,44.0,45.0,34.0,44.0,0.88113,0.40148,CL5,CL0,CL1,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
621,35-44,Female,Masters degree,UK,White,34.0,43.0,44.0,45.0,52.0,-0.71126,-1.54858,CL5,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
622,45-54,Female,Masters degree,UK,White,32.0,40.0,43.0,41.0,31.0,1.86203,-0.52593,CL6,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL2,CL0,CL1
623,35-44,Female,Doctorate degree,UK,White,36.0,40.0,37.0,43.0,44.0,-1.37983,-0.21575,CL6,CL0,CL0,CL1,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
624,35-44,Female,Professional certificate/ diploma,UK,White,32.0,36.0,42.0,37.0,44.0,-0.71126,-1.54858,CL6,CL1,CL0,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL0
625,35-44,Male,University degree,UK,White,35.0,37.0,40.0,40.0,45.0,-0.21712,-0.21575,CL6,CL1,CL2,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
626,35-44,Male,Doctorate degree,UK,White,21.0,33.0,35.0,54.0,46.0,-2.55524,-0.84637,CL5,CL1,CL1,CL2,CL5,CL5,CL6,CL3,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0
627,25-34,Female,Doctorate degree,UK,White,48.0,32.0,37.0,53.0,44.0,-1.37983,-1.54858,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
628,45-54,Female,Doctorate degree,UK,Mixed-White/Black,31.0,43.0,50.0,45.0,41.0,-0.21712,-2.07848,CL5,CL0,CL0,CL1,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
629,35-44,Female,Doctorate degree,UK,White,41.0,38.0,56.0,45.0,49.0,-1.37983,-2.07848,CL6,CL1,CL0,CL0,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL5,CL0,CL0
630,18-24,Female,University degree,UK,White,40.0,39.0,44.0,56.0,49.0,-1.37983,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
631,18-24,Female,University degree,UK,White,48.0,37.0,37.0,37.0,47.0,-1.37983,-2.07848,CL5,CL0,CL2,CL0,CL4,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
632,25-34,Female,Masters degree,UK,White,29.0,51.0,49.0,44.0,44.0,-0.71126,0.07987,CL5,CL0,CL2,CL2,CL6,CL3,CL5,CL3,CL0,CL2,CL0,CL2,CL3,CL0,CL0,CL2,CL5,CL0,CL0
633,35-44,Female,Doctorate degree,UK,White,48.0,41.0,46.0,36.0,37.0,-0.21712,1.2247,CL6,CL3,CL3,CL6,CL6,CL5,CL5,CL5,CL0,CL5,CL1,CL3,CL3,CL2,CL1,CL2,CL6,CL0,CL1
634,35-44,Male,University degree,UK,White,28.0,38.0,45.0,50.0,38.0,-0.71126,0.07987,CL5,CL2,CL2,CL2,CL6,CL3,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL1,CL0,CL2,CL1,CL0,CL0
635,45-54,Female,University degree,UK,White,29.0,42.0,43.0,46.0,42.0,0.19268,-0.21575,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
636,35-44,Female,Professional certificate/ diploma,Canada,White,32.0,41.0,39.0,48.0,45.0,-1.37983,-1.18084,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
637,18-24,Female,University degree,UK,White,33.0,36.0,36.0,42.0,52.0,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
638,25-34,Male,Left school at 16 years ,UK,White,33.0,51.0,52.0,51.0,45.0,0.52975,1.92173,CL5,CL1,CL2,CL3,CL6,CL6,CL6,CL4,CL0,CL3,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0
639,45-54,Male,University degree,UK,White,34.0,35.0,49.0,44.0,41.0,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
640,35-44,Male,Masters degree,UK,White,29.0,46.0,52.0,56.0,53.0,-0.21712,0.40148,CL5,CL1,CL1,CL0,CL4,CL1,CL6,CL0,CL0,CL1,CL0,CL0,CL4,CL0,CL0,CL1,CL1,CL0,CL1
641,25-34,Female,Masters degree,UK,Black,26.0,44.0,44.0,51.0,50.0,-0.71126,0.40148,CL5,CL0,CL0,CL0,CL4,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
642,25-34,Male,"Some college or university, no certificate or degree",UK,White,38.0,38.0,34.0,47.0,37.0,-0.21712,0.07987,CL5,CL3,CL3,CL0,CL5,CL4,CL6,CL5,CL0,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL0
643,45-54,Male,University degree,UK,White,36.0,38.0,44.0,38.0,39.0,1.29221,-0.52593,CL5,CL0,CL0,CL0,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
644,18-24,Female,University degree,UK,White,31.0,39.0,44.0,42.0,47.0,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
645,18-24,Male,"Some college or university, no certificate or degree",USA,White,23.0,49.0,53.0,32.0,48.0,-0.71126,0.40148,CL6,CL0,CL0,CL3,CL6,CL5,CL6,CL4,CL0,CL4,CL0,CL0,CL4,CL0,CL3,CL3,CL6,CL0,CL2
646,35-44,Female,Masters degree,USA,White,47.0,41.0,53.0,55.0,34.0,1.29221,1.92173,CL6,CL2,CL1,CL3,CL4,CL6,CL5,CL3,CL4,CL1,CL3,CL0,CL2,CL1,CL0,CL1,CL6,CL0,CL0
647,25-34,Female,University degree,UK,White,34.0,45.0,37.0,43.0,54.0,0.19268,-1.18084,CL5,CL2,CL1,CL0,CL2,CL2,CL5,CL2,CL0,CL2,CL0,CL1,CL0,CL1,CL0,CL0,CL2,CL0,CL0
648,45-54,Female,Masters degree,UK,White,31.0,53.0,59.0,53.0,43.0,1.29221,0.40148,CL5,CL2,CL2,CL4,CL6,CL5,CL6,CL4,CL1,CL5,CL0,CL3,CL4,CL2,CL1,CL2,CL6,CL0,CL0
649,25-34,Male,Masters degree,UK,White,42.0,43.0,49.0,47.0,34.0,0.19268,-1.18084,CL5,CL0,CL2,CL0,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
650,18-24,Male,"Some college or university, no certificate or degree",Australia,White,46.0,48.0,54.0,39.0,34.0,0.19268,0.40148,CL5,CL5,CL3,CL4,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL4,CL5,CL5,CL3,CL4,CL6,CL0,CL3
651,18-24,Male,"Some college or university, no certificate or degree",USA,White,29.0,44.0,46.0,44.0,42.0,1.29221,0.40148,CL6,CL0,CL0,CL0,CL4,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL2,CL0,CL0
652,35-44,Female,Left school at 16 years ,UK,White,32.0,46.0,41.0,46.0,49.0,-0.71126,-0.84637,CL5,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL3,CL0,CL2,CL0,CL0
653,25-34,Male,Masters degree,Other,Other,31.0,51.0,43.0,42.0,34.0,0.52975,0.7654,CL5,CL0,CL0,CL2,CL6,CL4,CL5,CL0,CL3,CL3,CL0,CL3,CL3,CL3,CL0,CL3,CL6,CL0,CL0
654,45-54,Male,"Some college or university, no certificate or degree",Canada,White,48.0,36.0,48.0,35.0,33.0,1.29221,0.40148,CL4,CL0,CL0,CL0,CL6,CL6,CL5,CL2,CL3,CL0,CL0,CL0,CL3,CL2,CL0,CL5,CL6,CL0,CL0
655,45-54,Male,Professional certificate/ diploma,UK,White,47.0,30.0,55.0,40.0,31.0,1.86203,1.92173,CL5,CL1,CL1,CL1,CL6,CL4,CL6,CL1,CL0,CL2,CL1,CL1,CL1,CL1,CL1,CL1,CL6,CL0,CL0
656,18-24,Male,Masters degree,UK,White,42.0,41.0,49.0,41.0,38.0,0.88113,0.07987,CL5,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
657,25-34,Male,Doctorate degree,Republic of Ireland,White,28.0,49.0,57.0,37.0,39.0,1.29221,0.40148,CL5,CL3,CL2,CL0,CL6,CL6,CL5,CL5,CL2,CL4,CL0,CL2,CL0,CL2,CL2,CL2,CL6,CL0,CL1
658,25-34,Female,Masters degree,UK,Black,24.0,43.0,46.0,50.0,43.0,-1.37983,-1.54858,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
659,18-24,Female,University degree,UK,White,33.0,32.0,41.0,42.0,51.0,-1.37983,-0.84637,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL5,CL0,CL0
660,25-34,Female,University degree,UK,White,36.0,41.0,48.0,55.0,53.0,0.52975,-1.18084,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
661,25-34,Female,Doctorate degree,UK,White,48.0,31.0,44.0,34.0,31.0,-0.21712,-0.52593,CL6,CL1,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1
662,18-24,Male,University degree,UK,White,32.0,37.0,50.0,45.0,38.0,0.52975,0.7654,CL5,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL2,CL4,CL0,CL0
663,25-34,Female,Doctorate degree,UK,White,47.0,37.0,47.0,45.0,40.0,-0.71126,-0.21575,CL6,CL2,CL2,CL0,CL5,CL2,CL6,CL2,CL1,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL1
664,18-24,Male,Left school at 18 years ,UK,White,19.0,38.0,47.0,42.0,35.0,0.88113,0.40148,CL3,CL0,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
665,35-44,Male,"Some college or university, no certificate or degree",UK,White,45.0,35.0,54.0,41.0,44.0,-0.21712,0.07987,CL4,CL2,CL1,CL6,CL4,CL5,CL6,CL4,CL4,CL3,CL5,CL3,CL2,CL2,CL6,CL3,CL6,CL0,CL0
666,45-54,Male,University degree,UK,White,21.0,53.0,47.0,45.0,39.0,0.19268,-0.21575,CL5,CL0,CL1,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL1
667,25-34,Male,"Some college or university, no certificate or degree",UK,White,30.0,46.0,49.0,41.0,41.0,0.19268,0.7654,CL6,CL0,CL3,CL5,CL6,CL6,CL6,CL4,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
668,18-24,Male,Professional certificate/ diploma,UK,White,32.0,41.0,43.0,38.0,39.0,-2.55524,-0.52593,CL5,CL0,CL3,CL0,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
669,35-44,Male,Professional certificate/ diploma,UK,White,31.0,45.0,46.0,39.0,43.0,0.88113,1.2247,CL2,CL1,CL1,CL0,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
670,18-24,Male,University degree,UK,White,33.0,40.0,55.0,48.0,48.0,0.52975,-0.21575,CL2,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL6,CL0,CL0
671,18-24,Female,"Some college or university, no certificate or degree",UK,White,48.0,47.0,49.0,47.0,48.0,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
672,18-24,Female,Masters degree,UK,Asian,44.0,35.0,42.0,39.0,34.0,-0.71126,0.7654,CL3,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
673,35-44,Male,Professional certificate/ diploma,UK,White,35.0,38.0,41.0,38.0,36.0,0.19268,1.2247,CL3,CL2,CL1,CL0,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL3,CL3,CL1,CL0,CL3,CL6,CL0,CL1
